,pid,Ted Budd,Cheri Beasley,Shannon W. Bray,Matthew Hoh,Write-In (Miscellaneous),Michelle Estelle Lewis,County,prec_id,d_margin
1037,GASTON_29,2045,995,45,9,0,0.0,GASTON,29,-34.53947368421053
1038,GASTON_30,673,329,12,6,1,0.0,GASTON,30,-34.3313373253493
1039,GASTON_31,1392,518,21,6,3,0.0,GASTON,31,-45.75916230366492
1040,GASTON_32,755,356,17,9,0,0.0,GASTON,32,-35.913591359135914
1041,GASTON_33,892,153,17,4,1,0.0,GASTON,33,-70.7177033492823
1042,GASTON_34,941,191,16,6,0,0.0,GASTON,34,-66.25441696113074
1043,GASTON_35,696,157,6,2,0,0.0,GASTON,35,-63.188745603751464
1044,GASTON_36,1224,278,24,6,1,0.0,GASTON,36,-62.982689747003995
1045,GASTON_37,535,208,8,13,5,0.0,GASTON,37,-44.01076716016151
1046,GASTON_38,1307,231,19,8,1,0.0,GASTON,38,-69.96098829648895
1047,GASTON_39,1682,222,25,5,1,0.0,GASTON,39,-76.68067226890757
1048,GASTON_40,1463,690,21,17,3,0.0,GASTON,40,-35.90339061774269
1049,GASTON_41,1116,433,21,17,0,0.0,GASTON,41,-44.092963202065846
1050,GASTON_42,1300,710,19,12,1,0.0,GASTON,42,-29.35323383084577
1051,GASTON_43,1538,788,32,16,1,0.0,GASTON,43,-32.244196044711956
1052,GASTON_44,1843,718,36,12,3,0.0,GASTON,44,-43.9281530652089
1053,GASTON_45,989,880,30,16,4,0.0,GASTON,45,-5.831995719636169
1054,GASTON_46,1809,761,43,13,1,0.0,GASTON,46,-40.778210116731515
1055,GATES_1,353,453,16,10,2,0.0,GATES,1,12.40694789081886
1056,GATES_2,426,132,10,2,0,0.0,GATES,2,-52.68817204301075
1057,GATES_3,530,481,18,17,0,0.0,GATES,3,-4.8466864490603365
1058,GATES_4N,519,236,17,7,1,0.0,GATES,4N,-37.48344370860927
1059,GATES_4S,244,286,3,2,0,0.0,GATES,4S,7.9245283018867925
1060,GATES_5,359,170,8,5,0,1.0,GATES,5,-35.72778827977316
1061,GRAHAM_EAST,1106,268,23,20,2,,GRAHAM,EAST,-60.98981077147017
1062,GRAHAM_STEC,549,155,21,6,1,,GRAHAM,STEC,-55.96590909090909
1063,GRAHAM_TAPO,233,29,5,2,0,,GRAHAM,TAPO,-77.86259541984732
1064,GRAHAM_WEST,903,187,18,15,0,,GRAHAM,WEST,-65.68807339449542
1065,GRANVILLE_ANTI,259,417,5,4,0,,GRANVILLE,ANTI,23.37278106508876
1066,GRANVILLE_BERE,573,373,21,3,0,,GRANVILLE,BERE,-21.141649048625794
1067,GRANVILLE_BTNR,600,730,25,13,0,,GRANVILLE,BTNR,9.774436090225564
1068,GRANVILLE_CORI,751,523,22,6,1,,GRANVILLE,CORI,-17.896389324960754
1069,GRANVILLE_CRDL,332,638,19,5,0,,GRANVILLE,CRDL,31.546391752577318
1070,GRANVILLE_CRDM,1224,1254,41,18,2,,GRANVILLE,CRDM,1.2106537530266344
1071,GRANVILLE_EAOX,360,713,19,1,1,,GRANVILLE,EAOX,32.898415657036345
1072,GRANVILLE_MTEN,1627,1162,55,22,6,,GRANVILLE,MTEN,-16.67264252420222
1073,GRANVILLE_OKHL,419,299,11,3,0,,GRANVILLE,OKHL,-16.71309192200557
1074,GRANVILLE_SALM,586,444,12,9,1,,GRANVILLE,SALM,-13.78640776699029
1075,GRANVILLE_SASS,707,398,17,13,0,,GRANVILLE,SASS,-27.963800904977376
1076,GRANVILLE_SOOX,171,561,14,8,0,,GRANVILLE,SOOX,53.278688524590166
1077,GRANVILLE_TYHO,1553,710,40,10,1,,GRANVILLE,TYHO,-37.25143614670791
1078,GRANVILLE_WILT,2306,1266,51,20,4,,GRANVILLE,WILT,-29.11534154535274
1079,GRANVILLE_WOEL,302,462,10,8,0,,GRANVILLE,WOEL,20.94240837696335
1080,GREENE_ARBA,258,241,2,5,0,,GREENE,ARBA,-3.406813627254509
1081,GREENE_BEAR,320,182,4,2,1,,GREENE,BEAR,-27.490039840637447
1082,GREENE_BULL,237,178,4,7,0,,GREENE,BULL,-14.216867469879519
1083,GREENE_CAST,316,113,6,11,0,,GREENE,CAST,-47.31934731934732
1084,GREENE_HOOK,241,156,2,2,0,,GREENE,HOOK,-21.41057934508816
1085,GREENE_MAUR,537,338,4,4,0,,GREENE,MAUR,-22.742857142857144
1086,GREENE_SH#1,435,480,17,8,1,,GREENE,SH#1,4.918032786885246
1087,GREENE_SHIN,557,260,12,9,0,,GREENE,SHIN,-36.352509179926564
1088,GREENE_SUGG,308,216,8,0,0,,GREENE,SUGG,-17.557251908396946
1089,GREENE_WALS,309,246,7,1,0,,GREENE,WALS,-11.351351351351353
1090,GUILFORD_CG1,187,326,11,4,1,0.0,GUILFORD,CG1,27.09551656920078
1091,GUILFORD_CG2,310,352,9,8,0,0.0,GUILFORD,CG2,6.3444108761329305
1092,GUILFORD_CG3A,223,288,15,2,0,0.0,GUILFORD,CG3A,12.720156555772993
1093,GUILFORD_CG3B,332,453,11,8,1,0.0,GUILFORD,CG3B,15.414012738853502
1094,GUILFORD_FEN1,190,387,7,10,1,0.0,GUILFORD,FEN1,34.1421143847487
1095,GUILFORD_FEN2,374,208,13,8,1,0.0,GUILFORD,FEN2,-28.52233676975945
1096,GUILFORD_FR1,277,483,21,10,0,0.0,GUILFORD,FR1,27.105263157894736
1097,GUILFORD_FR2,290,299,8,6,0,0.0,GUILFORD,FR2,1.5280135823429541
1098,GUILFORD_FR3,222,262,7,2,0,0.0,GUILFORD,FR3,8.264462809917356
1099,GUILFORD_FR4,257,206,5,4,0,0.0,GUILFORD,FR4,-11.01511879049676
1100,GUILFORD_FR5A,290,284,5,4,0,0.0,GUILFORD,FR5A,-1.0452961672473868
1101,GUILFORD_FR5B,171,141,9,7,0,0.0,GUILFORD,FR5B,-9.615384615384617
1102,GUILFORD_G01,17,243,3,6,1,0.0,GUILFORD,G01,86.92307692307692
1103,GUILFORD_G02,81,187,4,5,0,0.0,GUILFORD,G02,39.55223880597015
1104,GUILFORD_G03,21,277,3,4,0,0.0,GUILFORD,G03,85.90604026845638
1105,GUILFORD_G04,17,265,4,3,2,0.0,GUILFORD,G04,87.94326241134752
1106,GUILFORD_G05,7,206,2,3,0,0.0,GUILFORD,G05,93.42723004694837
1107,GUILFORD_G06,10,269,1,0,0,0.0,GUILFORD,G06,92.831541218638
1108,GUILFORD_G07,118,258,6,5,1,0.0,GUILFORD,G07,37.234042553191486
1109,GUILFORD_G08,91,312,6,4,0,0.0,GUILFORD,G08,54.83870967741935
1110,GUILFORD_G09,89,428,12,6,0,0.0,GUILFORD,G09,65.57059961315281
1111,GUILFORD_G10,94,387,10,1,0,0.0,GUILFORD,G10,60.91476091476091
1112,GUILFORD_G11,97,403,15,9,0,0.0,GUILFORD,G11,61.199999999999996
1113,GUILFORD_G12,63,307,2,5,0,0.0,GUILFORD,G12,65.94594594594595
1114,GUILFORD_G13,119,361,5,12,1,0.0,GUILFORD,G13,50.416666666666664
1115,GUILFORD_G14,122,368,8,3,0,0.0,GUILFORD,G14,50.204081632653065
1116,GUILFORD_G15,128,400,6,7,1,0.0,GUILFORD,G15,51.515151515151516
1117,GUILFORD_G16,213,385,7,4,0,0.0,GUILFORD,G16,28.762541806020064
1118,GUILFORD_G17,209,326,6,9,1,0.0,GUILFORD,G17,21.869158878504674
1119,GUILFORD_G18,239,225,7,0,0,0.0,GUILFORD,G18,-3.0172413793103448
1120,GUILFORD_G19,241,299,10,4,1,0.0,GUILFORD,G19,10.74074074074074
1121,GUILFORD_G20,330,415,20,7,0,0.0,GUILFORD,G20,11.409395973154362
1122,GUILFORD_G21,358,477,10,7,1,0.0,GUILFORD,G21,14.251497005988023
1123,GUILFORD_G22,365,328,17,1,1,0.0,GUILFORD,G22,-5.339105339105339
1124,GUILFORD_G23,153,266,10,3,1,0.0,GUILFORD,G23,26.968973747016705
1125,GUILFORD_G24,99,256,11,6,0,0.0,GUILFORD,G24,44.225352112676056
1126,GUILFORD_G25,216,297,11,5,1,0.0,GUILFORD,G25,15.789473684210526
1127,GUILFORD_G26,142,495,11,9,1,0.0,GUILFORD,G26,55.416012558869696
1128,GUILFORD_G27,340,391,14,9,1,0.0,GUILFORD,G27,6.976744186046512
1129,GUILFORD_G28,126,200,6,6,0,0.0,GUILFORD,G28,22.699386503067483
1130,GUILFORD_G29,122,178,4,6,0,0.0,GUILFORD,G29,18.666666666666668
1131,GUILFORD_G30,276,237,10,5,2,0.0,GUILFORD,G30,-7.602339181286549
1132,GUILFORD_G31,167,309,9,7,1,0.0,GUILFORD,G31,29.831932773109244
1133,GUILFORD_G32,337,396,9,8,0,0.0,GUILFORD,G32,8.049113233287859
1134,GUILFORD_G33,266,335,9,8,0,0.0,GUILFORD,G33,11.480865224625623
1135,GUILFORD_G34,264,365,15,7,0,0.0,GUILFORD,G34,16.05723370429253
1136,GUILFORD_G35,161,273,9,1,0,0.0,GUILFORD,G35,25.806451612903224
1137,GUILFORD_G36,227,375,13,8,1,0.0,GUILFORD,G36,24.58471760797342
1138,GUILFORD_G37,162,419,14,11,0,0.0,GUILFORD,G37,44.23407917383821
1139,GUILFORD_G38,232,407,15,12,0,0.0,GUILFORD,G38,27.386541471048513
1140,GUILFORD_G39,154,179,4,7,1,0.0,GUILFORD,G39,7.5075075075075075
1141,GUILFORD_G40A1,210,285,8,8,0,0.0,GUILFORD,G40A1,15.151515151515152
1142,GUILFORD_G40A2,167,336,7,2,2,0.0,GUILFORD,G40A2,33.59840954274354
1143,GUILFORD_G40B,188,191,8,4,1,0.0,GUILFORD,G40B,0.79155672823219
1144,GUILFORD_G41A,113,176,4,5,0,0.0,GUILFORD,G41A,21.79930795847751
1145,GUILFORD_G41B,228,276,7,7,0,0.0,GUILFORD,G41B,9.523809523809524
1146,GUILFORD_G42A,200,213,6,2,0,0.0,GUILFORD,G42A,3.14769975786925
1147,GUILFORD_G42B,117,249,5,2,0,0.0,GUILFORD,G42B,36.0655737704918
1148,GUILFORD_G43,112,331,6,8,1,0.0,GUILFORD,G43,49.43566591422122
1149,GUILFORD_G44,66,383,11,3,0,1.0,GUILFORD,G44,70.60133630289532
1150,GUILFORD_G45,18,181,2,8,0,0.0,GUILFORD,G45,81.90954773869346
1151,GUILFORD_G46,12,376,6,3,0,0.0,GUILFORD,G46,93.81443298969072
1152,GUILFORD_G47,101,457,8,16,0,0.0,GUILFORD,G47,63.799283154121866
1153,GUILFORD_G48,144,599,14,6,0,0.0,GUILFORD,G48,61.238223418573355
1154,GUILFORD_G49,43,165,7,3,0,0.0,GUILFORD,G49,58.65384615384615
1155,GUILFORD_G50,126,367,10,11,0,0.0,GUILFORD,G50,48.88438133874239
1156,GUILFORD_G51,115,295,12,5,0,0.0,GUILFORD,G51,43.90243902439025
1157,GUILFORD_G52,28,247,3,14,0,0.0,GUILFORD,G52,79.63636363636364
1158,GUILFORD_G53,37,381,4,2,0,0.0,GUILFORD,G53,82.29665071770334
1159,GUILFORD_G54,31,333,6,4,0,0.0,GUILFORD,G54,82.96703296703298
1160,GUILFORD_G55,60,372,4,4,0,0.0,GUILFORD,G55,72.22222222222221
1161,GUILFORD_G56,104,269,1,4,0,0.0,GUILFORD,G56,44.23592493297587
1162,GUILFORD_G57,81,267,2,3,1,0.0,GUILFORD,G57,53.44827586206896
1163,GUILFORD_G58,78,261,5,0,0,0.0,GUILFORD,G58,53.98230088495575
1164,GUILFORD_G59,70,207,5,4,0,0.0,GUILFORD,G59,49.458483754512635
1165,GUILFORD_G60,82,266,5,5,0,0.0,GUILFORD,G60,52.87356321839081
1166,GUILFORD_G61,94,260,4,5,0,0.0,GUILFORD,G61,46.89265536723164
1167,GUILFORD_G62,124,211,8,7,1,0.0,GUILFORD,G62,25.970149253731346
1168,GUILFORD_G63,119,302,5,6,0,0.0,GUILFORD,G63,43.46793349168646
1169,GUILFORD_G64,119,342,6,9,0,0.0,GUILFORD,G64,48.37310195227766
1170,GUILFORD_G65,171,303,9,3,0,0.0,GUILFORD,G65,27.848101265822784
1171,GUILFORD_G66,191,326,10,8,0,0.0,GUILFORD,G66,26.11218568665377
1172,GUILFORD_G67,2,125,1,2,0,0.0,GUILFORD,G67,96.8503937007874
1173,GUILFORD_G68,3,179,2,8,0,0.0,GUILFORD,G68,96.7032967032967
1174,GUILFORD_G69,27,365,7,1,0,0.0,GUILFORD,G69,86.22448979591837
1175,GUILFORD_G70,12,288,3,4,0,0.0,GUILFORD,G70,92.0
1176,GUILFORD_G71,17,297,4,2,0,0.0,GUILFORD,G71,89.171974522293
1177,GUILFORD_G72,27,327,3,6,1,0.0,GUILFORD,G72,84.7457627118644
1178,GUILFORD_G73,11,272,1,1,0,0.0,GUILFORD,G73,92.226148409894
1179,GUILFORD_G74,11,265,5,1,0,0.0,GUILFORD,G74,92.02898550724638
1180,GUILFORD_G75,20,262,6,5,0,0.0,GUILFORD,G75,85.81560283687944
1181,GUILFORD_GIB,447,294,12,8,0,0.0,GUILFORD,GIB,-20.647773279352226
1182,GUILFORD_GR,798,159,18,7,2,0.0,GUILFORD,GR,-66.77115987460816
1183,GUILFORD_H01,124,221,4,4,1,0.0,GUILFORD,H01,28.115942028985508
1184,GUILFORD_H02,174,175,10,3,0,0.0,GUILFORD,H02,0.28653295128939826
1185,GUILFORD_H03,75,138,4,6,0,0.0,GUILFORD,H03,29.577464788732392
1186,GUILFORD_H04,250,272,14,10,0,0.0,GUILFORD,H04,4.21455938697318
1187,GUILFORD_H05,61,193,9,4,0,0.0,GUILFORD,H05,51.96850393700787
1188,GUILFORD_H06,333,378,9,13,1,0.0,GUILFORD,H06,6.329113924050633
1189,GUILFORD_H07,23,153,1,1,0,0.0,GUILFORD,H07,73.86363636363636
1190,GUILFORD_H08,15,143,8,3,0,0.0,GUILFORD,H08,81.0126582278481
1191,GUILFORD_H09,18,148,4,2,0,0.0,GUILFORD,H09,78.3132530120482
1192,GUILFORD_H10,53,325,0,3,0,0.0,GUILFORD,H10,71.95767195767195
1193,GUILFORD_H11,42,192,8,3,0,0.0,GUILFORD,H11,64.1025641025641
1194,GUILFORD_H12,84,167,2,1,0,0.0,GUILFORD,H12,33.067729083665334
1195,GUILFORD_H13,274,227,6,6,0,0.0,GUILFORD,H13,-9.3812375249501
1196,GUILFORD_H14,299,173,4,2,0,0.0,GUILFORD,H14,-26.69491525423729
1197,GUILFORD_H15,194,197,5,5,1,0.0,GUILFORD,H15,0.7672634271099744
1198,GUILFORD_H16,197,169,8,4,0,0.0,GUILFORD,H16,-7.650273224043716
1199,GUILFORD_H17,49,119,3,4,0,0.0,GUILFORD,H17,41.66666666666667
1200,GUILFORD_H18,50,194,0,3,0,1.0,GUILFORD,H18,59.01639344262295
1201,GUILFORD_H19A,45,168,3,1,0,0.0,GUILFORD,H19A,57.74647887323944
1202,GUILFORD_H19B,176,159,5,3,1,0.0,GUILFORD,H19B,-5.074626865671641
1203,GUILFORD_H20A,156,124,3,2,0,0.0,GUILFORD,H20A,-11.428571428571429
1204,GUILFORD_H20B,152,137,8,5,0,0.0,GUILFORD,H20B,-5.190311418685121
1205,GUILFORD_H21,184,154,11,3,0,0.0,GUILFORD,H21,-8.875739644970414
1206,GUILFORD_H22,130,143,6,3,0,0.0,GUILFORD,H22,4.761904761904762
1207,GUILFORD_H23,216,156,7,7,0,0.0,GUILFORD,H23,-16.129032258064516
1208,GUILFORD_H24,323,237,16,3,1,0.0,GUILFORD,H24,-15.357142857142858
1209,GUILFORD_H25,480,326,7,6,1,0.0,GUILFORD,H25,-19.106699751861044
1210,GUILFORD_H26,269,216,7,3,0,0.0,GUILFORD,H26,-10.927835051546392
1211,GUILFORD_H27-A,186,232,8,9,0,0.0,GUILFORD,H27-A,11.004784688995215
1212,GUILFORD_H27-B,179,239,9,5,0,0.0,GUILFORD,H27-B,14.354066985645932
1213,GUILFORD_H28,274,327,14,4,1,0.0,GUILFORD,H28,8.818635607321132
1214,GUILFORD_H29A,201,305,5,4,0,0.0,GUILFORD,H29A,20.55335968379447
1215,GUILFORD_H29B,211,345,9,4,0,0.0,GUILFORD,H29B,24.100719424460433
1216,GUILFORD_JAM1,446,395,11,8,1,0.0,GUILFORD,JAM1,-6.064209274673008
1217,GUILFORD_JAM2,251,208,13,7,1,0.0,GUILFORD,JAM2,-9.368191721132897
1218,GUILFORD_JAM3,319,295,17,7,0,0.0,GUILFORD,JAM3,-3.908794788273615
1219,GUILFORD_JAM4,445,288,18,6,0,0.0,GUILFORD,JAM4,-21.418826739427015
1220,GUILFORD_JAM5,410,83,9,3,0,0.0,GUILFORD,JAM5,-66.32860040567951
1221,GUILFORD_JEF1,464,316,10,2,3,0.0,GUILFORD,JEF1,-18.974358974358974
1222,GUILFORD_JEF2,200,303,6,9,2,0.0,GUILFORD,JEF2,20.47713717693837
1223,GUILFORD_JEF3,157,607,7,7,1,0.0,GUILFORD,JEF3,58.90052356020943
1224,GUILFORD_JEF4,236,207,8,1,0,0.0,GUILFORD,JEF4,-6.5462753950338595
1225,GUILFORD_MON1,203,559,9,11,0,0.0,GUILFORD,MON1,46.71916010498688
1226,GUILFORD_MON2A,170,427,9,7,0,0.0,GUILFORD,MON2A,43.04857621440536
1227,GUILFORD_MON2B,171,298,4,4,2,0.0,GUILFORD,MON2B,27.078891257995735
1228,GUILFORD_MON3,887,478,23,12,4,0.0,GUILFORD,MON3,-29.963369963369964
1229,GUILFORD_NCGR1,653,376,20,5,0,0.0,GUILFORD,NCGR1,-26.919339164237122
1230,GUILFORD_NCGR2,482,253,14,6,0,0.0,GUILFORD,NCGR2,-31.15646258503401
1231,GUILFORD_NCLAY1,436,253,6,4,1,0.0,GUILFORD,NCLAY1,-26.56023222060958
1232,GUILFORD_NCLAY2,314,104,8,6,2,0.0,GUILFORD,NCLAY2,-50.23923444976076
1233,GUILFORD_NDRI,596,212,10,8,0,0.0,GUILFORD,NDRI,-47.524752475247524
1234,GUILFORD_NMAD,511,440,11,5,1,0.0,GUILFORD,NMAD,-7.465825446898002
1235,GUILFORD_NWASH,468,63,5,2,0,0.0,GUILFORD,NWASH,-76.27118644067797
1236,GUILFORD_OR1,554,314,15,7,2,0.0,GUILFORD,OR1,-27.64976958525346
1237,GUILFORD_OR2,454,228,15,6,2,0.0,GUILFORD,OR2,-33.137829912023456
1238,GUILFORD_PG1,246,146,8,2,0,0.0,GUILFORD,PG1,-25.510204081632654
1239,GUILFORD_PG2,555,164,10,10,1,0.0,GUILFORD,PG2,-54.381084840055635
1240,GUILFORD_RC1,371,396,17,12,2,0.0,GUILFORD,RC1,3.259452411994785
1241,GUILFORD_RC2,643,587,18,9,5,0.0,GUILFORD,RC2,-4.5528455284552845
1242,GUILFORD_SCLAY,574,122,10,4,1,0.0,GUILFORD,SCLAY,-64.9425287356322
1243,GUILFORD_SDRI,877,606,24,11,2,0.0,GUILFORD,SDRI,-18.27376938637896
1244,GUILFORD_SF1,632,297,20,10,2,0.0,GUILFORD,SF1,-36.06027987082885
1245,GUILFORD_SF2,435,165,10,7,0,0.0,GUILFORD,SF2,-45.0
1246,GUILFORD_SF3,423,322,12,7,1,0.0,GUILFORD,SF3,-13.557046979865772
1247,GUILFORD_SF4,647,402,23,9,3,0.0,GUILFORD,SF4,-23.355576739752145
1248,GUILFORD_SMAD,409,256,7,4,1,0.0,GUILFORD,SMAD,-23.007518796992482
1249,GUILFORD_STOK,954,358,24,10,4,0.0,GUILFORD,STOK,-45.426829268292686
1250,GUILFORD_SUM1,169,288,9,3,0,0.0,GUILFORD,SUM1,26.039387308533918
1251,GUILFORD_SUM2,202,313,9,4,0,0.0,GUILFORD,SUM2,21.553398058252426
1252,GUILFORD_SUM3,321,90,10,3,0,0.0,GUILFORD,SUM3,-56.20437956204379
1253,GUILFORD_SUM4,625,117,9,3,0,0.0,GUILFORD,SUM4,-68.46361185983828
1254,GUILFORD_SWASH,353,71,10,2,0,0.0,GUILFORD,SWASH,-66.50943396226415
1255,GUILFORD_ABSENTEE,0,0,0,0,0,0.0,GUILFORD,ABSENTEE,
1256,GUILFORD_ONESTOP,37396,62010,922,607,70,3.0,GUILFORD,ONESTOP,24.761080820071225
1257,GUILFORD_PROVISIONAL,68,166,6,3,0,0.0,GUILFORD,PROVISIONAL,41.88034188034188
1258,HALIFAX_BUTWD,69,37,1,2,0,,HALIFAX,BUTWD,-30.18867924528302
1259,HALIFAX_CONC,41,74,0,0,0,,HALIFAX,CONC,28.695652173913043
1260,HALIFAX_ENF 2,46,236,3,3,0,,HALIFAX,ENF 2,67.37588652482269
1261,HALIFAX_ENF1,121,389,3,0,0,,HALIFAX,ENF1,52.54901960784314
1262,HALIFAX_FAUCT,218,70,3,1,0,,HALIFAX,FAUCT,-51.388888888888886
1263,HALIFAX_HAL,69,138,1,2,1,,HALIFAX,HAL,33.33333333333333
1264,HALIFAX_HOL,75,326,5,3,0,,HALIFAX,HOL,62.593516209476306
1265,HALIFAX_HPR,164,118,3,1,0,,HALIFAX,HPR,-16.312056737588655
1266,HALIFAX_LIT,493,352,8,3,2,,HALIFAX,LIT,-16.68639053254438
1267,HALIFAX_RINGW,36,167,1,1,0,,HALIFAX,RINGW,64.5320197044335
1268,HALIFAX_RR 10,382,182,5,3,1,,HALIFAX,RR 10,-35.46099290780142
1269,HALIFAX_RR 11,456,156,2,2,1,,HALIFAX,RR 11,-49.01960784313725
1270,HALIFAX_RR1-2,185,65,3,2,0,,HALIFAX,RR1-2,-48.0
1271,HALIFAX_RR3-4,429,123,6,4,0,,HALIFAX,RR3-4,-55.434782608695656
1272,HALIFAX_RR7-9,233,330,6,2,0,,HALIFAX,RR7-9,17.2291296625222
1273,HALIFAX_RRCE,432,153,4,3,1,,HALIFAX,RRCE,-47.69230769230769
1274,HALIFAX_SN,216,263,5,0,1,,HALIFAX,SN,9.812108559498958
1275,HALIFAX_WEL 3,128,188,3,2,0,,HALIFAX,WEL 3,18.9873417721519
1276,HALIFAX_WEL1-2,78,150,0,1,0,,HALIFAX,WEL1-2,31.57894736842105
1277,HALIFAX_ABSENTEE,99,286,8,4,0,,HALIFAX,ABSENTEE,48.57142857142857
1278,HALIFAX_OS ENF,107,822,3,2,1,,HALIFAX,OS ENF,76.96447793326158
1279,HALIFAX_OS HAL,445,1593,12,7,0,,HALIFAX,OS HAL,56.329735034347394
1280,HALIFAX_OS RRA,2023,2045,29,14,2,,HALIFAX,OS RRA,0.5408062930186824
1281,HALIFAX_OS SN,81,619,11,3,0,,HALIFAX,OS SN,76.85714285714286
1282,HALIFAX_PROVISIONAL,5,7,0,0,0,,HALIFAX,PROVISIONAL,16.666666666666664
1283,HARNETT_PR01,2278,1684,70,43,1,0.0,HARNETT,PR01,-14.992428066633012
1284,HARNETT_PR07,3001,2136,107,60,1,0.0,HARNETT,PR07,-16.838621763675295
1285,HARNETT_PR08,2475,1440,60,26,1,1.0,HARNETT,PR08,-26.436781609195403
1286,HARNETT_PR16,1236,955,41,19,1,0.0,HARNETT,PR16,-12.825193975353718
1287,HARNETT_PR20,677,706,24,7,0,0.0,HARNETT,PR20,2.0968908170643528
1288,HARNETT_PR23,1988,790,44,23,2,0.0,HARNETT,PR23,-43.124550035997125
1289,HARNETT_PR24,2562,848,46,22,4,0.0,HARNETT,PR24,-50.26392961876833
1290,HARNETT_PR25,937,740,16,8,1,0.0,HARNETT,PR25,-11.74716756112105
1291,HARNETT_PR26,1426,555,32,21,0,0.0,HARNETT,PR26,-43.967693084300855
1292,HARNETT_PR28,2697,1138,76,30,0,1.0,HARNETT,PR28,-40.651890482398954
1293,HARNETT_PR29,1596,813,27,19,3,0.0,HARNETT,PR29,-32.50311332503114
1294,HARNETT_PR31,595,659,26,12,1,1.0,HARNETT,PR31,5.103668261562999
1295,HARNETT_PR32,1392,669,42,10,1,0.0,HARNETT,PR32,-35.08005822416303
1296,HAYWOOD_AC,705,468,25,11,1,,HAYWOOD,AC,-20.20460358056266
1297,HAYWOOD_BC,6,5,0,0,0,,HAYWOOD,BC,-9.090909090909092
1298,HAYWOOD_BE-1,471,185,7,11,1,,HAYWOOD,BE-1,-43.59756097560975
1299,HAYWOOD_BE-2,409,222,5,5,0,,HAYWOOD,BE-2,-29.635499207606976
1300,HAYWOOD_BE-3,629,357,21,12,0,,HAYWOOD,BE-3,-27.586206896551722
1301,HAYWOOD_BE-4,595,308,23,10,0,,HAYWOOD,BE-4,-31.782945736434108
1302,HAYWOOD_BE-7,534,166,17,6,0,,HAYWOOD,BE-7,-52.57142857142857
1303,HAYWOOD_BE56,510,419,16,15,1,,HAYWOOD,BE56,-9.795479009687837
1304,HAYWOOD_CE,194,43,2,1,0,,HAYWOOD,CE,-63.71308016877637
1305,HAYWOOD_CL-N,722,418,25,15,0,,HAYWOOD,CL-N,-26.666666666666668
1306,HAYWOOD_CL-S,856,505,22,7,1,,HAYWOOD,CL-S,-25.789860396767082
1307,HAYWOOD_CR,660,392,21,6,0,,HAYWOOD,CR,-25.475285171102662
1308,HAYWOOD_EF,534,175,11,6,0,,HAYWOOD,EF,-50.634696755994355
1309,HAYWOOD_FC-1,313,167,2,4,0,,HAYWOOD,FC-1,-30.416666666666664
1310,HAYWOOD_FC-2,62,36,1,3,0,,HAYWOOD,FC-2,-26.53061224489796
1311,HAYWOOD_HA,299,260,12,8,2,,HAYWOOD,HA,-6.976744186046512
1312,HAYWOOD_ID,377,267,7,4,0,,HAYWOOD,ID,-17.080745341614907
1313,HAYWOOD_IH,1469,955,50,21,2,,HAYWOOD,IH,-21.204620462046204
1314,HAYWOOD_JC,1160,721,30,24,0,,HAYWOOD,JC,-23.338649654439127
1315,HAYWOOD_LJ,632,640,21,14,0,,HAYWOOD,LJ,0.628930817610063
1316,HAYWOOD_P,1191,385,24,10,0,,HAYWOOD,P,-51.14213197969543
1317,HAYWOOD_PC,465,149,11,7,0,,HAYWOOD,PC,-51.465798045602604
1318,HAYWOOD_SA,763,490,17,12,1,,HAYWOOD,SA,-21.787709497206702
1319,HAYWOOD_WC,179,191,5,2,0,,HAYWOOD,WC,3.2432432432432434
1320,HAYWOOD_WE,486,471,17,7,1,,HAYWOOD,WE,-1.5673981191222568
1321,HAYWOOD_WO,130,70,4,1,0,,HAYWOOD,WO,-30.0
1322,HAYWOOD_WS-1,675,631,18,14,0,,HAYWOOD,WS-1,-3.3690658499234303
1323,HAYWOOD_WS-2,548,497,11,10,1,,HAYWOOD,WS-2,-4.8803827751196165
1324,HAYWOOD_WW,504,379,26,10,0,,HAYWOOD,WW,-14.156285390713478
1325,HAYWOOD_ABSENTEE,0,0,0,0,0,,HAYWOOD,ABSENTEE,
1326,HAYWOOD_PROVISIONAL,0,0,0,0,0,,HAYWOOD,PROVISIONAL,
1327,HAYWOOD_TRANSFER,0,0,0,0,0,,HAYWOOD,TRANSFER,
1328,HENDERSON_AR,465,316,12,7,2,,HENDERSON,AR,-19.078104993597954
1329,HENDERSON_AT,1314,808,21,7,3,,HENDERSON,AT,-23.845428840716306
1330,HENDERSON_BC,332,207,11,4,0,,HENDERSON,BC,-23.191094619666046
1331,HENDERSON_BK,401,311,8,1,0,,HENDERSON,BK,-12.640449438202248
1332,HENDERSON_CB,514,233,10,10,0,,HENDERSON,CB,-37.61713520749665
1333,HENDERSON_CC,1367,633,37,12,0,,HENDERSON,CC,-36.7
1334,HENDERSON_CV,170,186,5,5,0,,HENDERSON,CV,4.49438202247191
1335,HENDERSON_ED,1158,455,21,14,1,,HENDERSON,ED,-43.583384996900186
1336,HENDERSON_EF,847,348,21,16,0,,HENDERSON,EF,-41.75732217573222
1337,HENDERSON_ES,856,459,17,14,0,,HENDERSON,ES,-30.190114068441066
1338,HENDERSON_EV,1113,565,29,17,0,,HENDERSON,EV,-32.657926102502984
