,pid,Ted Budd,Cheri Beasley,Shannon W. Bray,Matthew Hoh,Write-In (Miscellaneous),Michelle Estelle Lewis,County,prec_id,d_margin
2208,RICHMOND_10,84,154,4,0,0,,RICHMOND,10,29.411764705882355
2209,RICHMOND_11,172,95,5,0,0,,RICHMOND,11,-28.83895131086142
2210,RICHMOND_12,314,142,4,3,0,,RICHMOND,12,-37.719298245614034
2211,RICHMOND_13,188,99,4,0,0,,RICHMOND,13,-31.010452961672474
2212,RICHMOND_14,15,33,0,0,0,,RICHMOND,14,37.5
2213,RICHMOND_15,58,19,0,0,0,,RICHMOND,15,-50.649350649350644
2214,RICHMOND_16,106,14,1,0,0,,RICHMOND,16,-76.66666666666667
2215,RICHMOND_ABSENTEE,71,113,3,3,0,,RICHMOND,ABSENTEE,22.82608695652174
2216,RICHMOND_ONE STOP,3346,2655,79,35,4,,RICHMOND,ONE STOP,-11.51474754207632
2217,RICHMOND_PROVISIONAL,12,8,1,0,0,,RICHMOND,PROVISIONAL,-20.0
2218,ROBESON_01,270,131,8,1,2,,ROBESON,01,-34.66334164588529
2219,ROBESON_02,428,381,11,8,1,,ROBESON,02,-5.80964153275649
2220,ROBESON_03,581,145,8,5,0,,ROBESON,03,-60.05509641873278
2221,ROBESON_04,562,182,13,6,1,,ROBESON,04,-51.075268817204304
2222,ROBESON_05A,588,915,10,7,0,,ROBESON,05A,21.756487025948104
2223,ROBESON_07,138,130,3,4,0,,ROBESON,07,-2.9850746268656714
2224,ROBESON_08,597,152,9,3,0,,ROBESON,08,-59.41255006675568
2225,ROBESON_09,329,221,5,7,1,,ROBESON,09,-19.636363636363637
2226,ROBESON_10,246,157,6,3,1,,ROBESON,10,-22.084367245657567
2227,ROBESON_11,1291,619,19,8,2,,ROBESON,11,-35.18324607329843
2228,ROBESON_11A,368,177,12,3,1,,ROBESON,11A,-35.04587155963303
2229,ROBESON_12,244,441,8,7,0,,ROBESON,12,28.759124087591243
2230,ROBESON_13,342,303,2,12,1,,ROBESON,13,-6.046511627906977
2231,ROBESON_14,184,137,5,2,0,,ROBESON,14,-14.641744548286603
2232,ROBESON_15,55,288,4,4,0,,ROBESON,15,67.93002915451895
2233,ROBESON_16,13,322,2,4,0,,ROBESON,16,92.23880597014926
2234,ROBESON_17,58,65,1,2,0,,ROBESON,17,5.691056910569105
2235,ROBESON_18A,403,361,5,10,1,,ROBESON,18A,-5.49738219895288
2236,ROBESON_19,365,625,15,15,1,,ROBESON,19,26.262626262626267
2237,ROBESON_20,306,197,2,3,1,,ROBESON,20,-21.669980119284293
2238,ROBESON_21,522,347,11,11,2,,ROBESON,21,-20.13808975834292
2239,ROBESON_22,539,258,11,19,0,,ROBESON,22,-35.257214554579676
2240,ROBESON_23,789,391,16,11,1,,ROBESON,23,-33.728813559322035
2241,ROBESON_24,275,129,5,4,0,,ROBESON,24,-36.13861386138614
2242,ROBESON_25,319,187,5,6,0,,ROBESON,25,-26.08695652173913
2243,ROBESON_26A,446,772,18,7,2,,ROBESON,26A,26.76518883415435
2244,ROBESON_28,280,103,9,4,1,,ROBESON,28,-46.21409921671018
2245,ROBESON_29,254,364,9,4,0,,ROBESON,29,17.79935275080906
2246,ROBESON_30,679,305,24,7,1,,ROBESON,30,-38.00813008130081
2247,ROBESON_32A,1039,691,21,9,4,,ROBESON,32A,-20.115606936416185
2248,ROBESON_33,130,82,2,2,0,,ROBESON,33,-22.641509433962266
2249,ROBESON_34,375,107,3,7,0,,ROBESON,34,-55.601659751037346
2250,ROBESON_35,631,181,17,7,2,,ROBESON,35,-55.41871921182266
2251,ROBESON_36,228,217,2,6,0,,ROBESON,36,-2.4719101123595504
2252,ROBESON_37,233,28,3,0,1,,ROBESON,37,-78.544061302682
2253,ROBESON_38,115,45,3,2,0,,ROBESON,38,-43.75
2254,ROBESON_39,374,222,3,3,3,,ROBESON,39,-25.503355704697988
2255,ROBESON_40,116,107,2,1,1,,ROBESON,40,-4.0358744394618835
2256,ROBESON_41,1020,251,6,6,3,,ROBESON,41,-60.50354051927616
2257,ROCKINGHAM_DR,650,302,26,7,1,,ROCKINGHAM,DR,-36.554621848739494
2258,ROCKINGHAM_EC,1262,701,41,15,2,,ROCKINGHAM,EC,-28.578706062149774
2259,ROCKINGHAM_ED-1,1246,603,35,17,0,,ROCKINGHAM,ED-1,-34.775554353704706
2260,ROCKINGHAM_HO,879,314,23,4,2,,ROCKINGHAM,HO,-47.359597652975694
2261,ROCKINGHAM_HU,1900,548,30,20,4,,ROCKINGHAM,HU,-55.22875816993464
2262,ROCKINGHAM_IR,1139,351,25,6,5,,ROCKINGHAM,IR,-52.88590604026846
2263,ROCKINGHAM_LI,1565,432,37,13,6,,ROCKINGHAM,LI,-56.735102653980974
2264,ROCKINGHAM_LK-2,1111,555,43,10,0,,ROCKINGHAM,LK-2,-33.373349339735896
2265,ROCKINGHAM_MA,1598,538,38,13,1,,ROCKINGHAM,MA,-49.62546816479401
2266,ROCKINGHAM_MC,1317,1082,51,12,4,,ROCKINGHAM,MC,-9.795748228428511
2267,ROCKINGHAM_MS,1768,1715,54,29,1,,ROCKINGHAM,MS,-1.5216767154751651
2268,ROCKINGHAM_NB,1620,460,39,12,5,,ROCKINGHAM,NB,-55.769230769230774
2269,ROCKINGHAM_RC,2001,730,44,18,3,,ROCKINGHAM,RC,-46.53972903698279
2270,ROCKINGHAM_SE,1286,779,25,11,3,,ROCKINGHAM,SE,-24.552058111380145
2271,ROCKINGHAM_WS,2275,1000,66,35,3,,ROCKINGHAM,WS,-38.93129770992366
2272,ROWAN_01,788,131,17,11,3,0.0,ROWAN,01,-71.49075081610447
2273,ROWAN_02,339,250,8,4,0,0.0,ROWAN,02,-15.110356536502549
2274,ROWAN_03,1080,175,20,16,0,0.0,ROWAN,03,-72.11155378486056
2275,ROWAN_04,1890,398,23,12,1,0.0,ROWAN,04,-65.20979020979021
2276,ROWAN_05A,1598,484,34,17,0,0.0,ROWAN,05A,-53.506243996157544
2277,ROWAN_07,690,285,14,5,1,0.0,ROWAN,07,-41.53846153846154
2278,ROWAN_08,1229,519,14,12,0,0.0,ROWAN,08,-40.61784897025172
2279,ROWAN_09,958,145,18,5,0,0.0,ROWAN,09,-73.70806890299184
2280,ROWAN_10,1304,413,26,14,2,1.0,ROWAN,10,-51.89283634245777
2281,ROWAN_11,1091,516,24,13,2,0.0,ROWAN,11,-35.7809583074051
2282,ROWAN_12,474,407,12,9,0,0.0,ROWAN,12,-7.604994324631101
2283,ROWAN_13,1048,166,16,4,2,0.0,ROWAN,13,-72.65238879736408
2284,ROWAN_14A,1680,550,31,20,1,0.0,ROWAN,14A,-50.672645739910315
2285,ROWAN_15,1382,397,31,17,4,0.0,ROWAN,15,-55.36818437324339
2286,ROWAN_16,511,338,14,4,1,0.0,ROWAN,16,-20.376914016489987
2287,ROWAN_17,712,323,11,15,0,0.0,ROWAN,17,-37.58454106280193
2288,ROWAN_18,39,279,6,7,0,0.0,ROWAN,18,75.47169811320755
2289,ROWAN_19A,1531,511,25,19,2,1.0,ROWAN,19A,-49.95102840352595
2290,ROWAN_21,1018,407,27,8,0,0.0,ROWAN,21,-42.877192982456144
2291,ROWAN_22,472,65,8,1,0,0.0,ROWAN,22,-75.79143389199255
2292,ROWAN_23,761,113,15,5,0,0.0,ROWAN,23,-74.14187643020595
2293,ROWAN_24,714,168,12,8,0,0.0,ROWAN,24,-61.904761904761905
2294,ROWAN_25,1474,315,30,10,1,0.0,ROWAN,25,-64.78479597540525
2295,ROWAN_26,877,155,18,11,1,1.0,ROWAN,26,-69.96124031007753
2296,ROWAN_27,555,164,10,4,0,0.0,ROWAN,27,-54.381084840055635
2297,ROWAN_28,449,506,14,11,0,0.0,ROWAN,28,5.968586387434556
2298,ROWAN_29,518,125,13,10,0,0.0,ROWAN,29,-61.11975116640747
2299,ROWAN_30,616,305,19,4,0,0.0,ROWAN,30,-33.76764386536373
2300,ROWAN_31,676,256,15,9,0,0.0,ROWAN,31,-45.06437768240343
2301,ROWAN_32,686,206,8,7,0,0.0,ROWAN,32,-53.81165919282511
2302,ROWAN_33,910,125,21,5,0,0.0,ROWAN,33,-75.84541062801932
2303,ROWAN_34,509,602,22,13,1,0.0,ROWAN,34,8.370837083708372
2304,ROWAN_35,162,410,4,10,0,0.0,ROWAN,35,43.35664335664335
2305,ROWAN_36,450,710,26,7,2,0.0,ROWAN,36,22.413793103448278
2306,ROWAN_38,402,693,20,11,0,0.0,ROWAN,38,26.575342465753426
2307,ROWAN_39,487,448,16,9,1,0.0,ROWAN,39,-4.171122994652406
2308,ROWAN_40,568,658,26,12,1,0.0,ROWAN,40,7.3409461663947795
2309,ROWAN_41,566,693,21,9,3,0.0,ROWAN,41,10.087370929308975
2310,ROWAN_42,19,423,7,5,0,0.0,ROWAN,42,91.4027149321267
2311,ROWAN_44,1195,184,17,14,1,0.0,ROWAN,44,-73.31399564902102
2312,ROWAN_45,338,264,10,6,0,0.0,ROWAN,45,-12.29235880398671
2313,RUTHERFORD_03A,1066,143,18,9,1,,RUTHERFORD,03A,-76.34408602150538
2314,RUTHERFORD_04A,1010,237,19,19,0,,RUTHERFORD,04A,-61.9887730553328
2315,RUTHERFORD_05A,969,243,36,10,1,,RUTHERFORD,05A,-59.900990099009896
2316,RUTHERFORD_06A,916,621,21,11,0,,RUTHERFORD,06A,-19.1932335718933
2317,RUTHERFORD_09A,1501,241,27,16,0,,RUTHERFORD,09A,-72.33065442020667
2318,RUTHERFORD_10A,643,139,11,5,0,,RUTHERFORD,10A,-64.45012787723785
2319,RUTHERFORD_11,2174,463,53,19,0,,RUTHERFORD,11,-64.88433826317785
2320,RUTHERFORD_13,1135,629,23,16,0,,RUTHERFORD,13,-28.68480725623583
2321,RUTHERFORD_14,696,325,24,7,0,,RUTHERFORD,14,-36.33692458374143
2322,RUTHERFORD_16A,1294,296,18,13,0,,RUTHERFORD,16A,-62.76729559748427
2323,RUTHERFORD_18,941,322,20,10,1,,RUTHERFORD,18,-49.01029295328583
2324,RUTHERFORD_19,797,155,16,5,1,,RUTHERFORD,19,-67.43697478991596
2325,RUTHERFORD_27,1265,627,32,17,1,,RUTHERFORD,27,-33.72093023255814
2326,RUTHERFORD_28,599,194,6,9,0,,RUTHERFORD,28,-51.071878940731395
2327,RUTHERFORD_29,737,225,11,7,0,,RUTHERFORD,29,-53.222453222453225
2328,RUTHERFORD_30,894,526,21,22,1,,RUTHERFORD,30,-25.915492957746476
2329,RUTHERFORD_34,693,152,12,4,0,,RUTHERFORD,34,-64.02366863905326
2330,SAMPSON_AUTR,656,134,1,7,0,0.0,SAMPSON,AUTR,-66.07594936708861
2331,SAMPSON_CLCE,42,275,0,2,0,0.0,SAMPSON,CLCE,73.50157728706624
2332,SAMPSON_CLEA,570,647,6,3,0,0.0,SAMPSON,CLEA,6.327033689400165
2333,SAMPSON_CLEM,586,175,10,3,3,0.0,SAMPSON,CLEM,-54.00788436268068
2334,SAMPSON_CLNE,624,347,5,2,2,1.0,SAMPSON,CLNE,-28.527291452111225
2335,SAMPSON_CLSW,427,243,13,7,1,0.0,SAMPSON,CLSW,-27.46268656716418
2336,SAMPSON_CLWE,641,281,2,3,3,0.0,SAMPSON,CLWE,-39.04555314533623
2337,SAMPSON_GARL,277,255,5,5,2,0.0,SAMPSON,GARL,-4.135338345864661
2338,SAMPSON_GIDD,270,221,4,2,1,0.0,SAMPSON,GIDD,-9.979633401221996
2339,SAMPSON_HARR,324,546,9,2,0,0.0,SAMPSON,HARR,25.517241379310345
2340,SAMPSON_HERR,413,41,1,3,2,0.0,SAMPSON,HERR,-81.93832599118943
2341,SAMPSON_INGO,267,243,5,2,0,0.0,SAMPSON,INGO,-4.705882352941177
2342,SAMPSON_KEEN,442,137,3,2,0,0.0,SAMPSON,KEEN,-52.67702936096719
2343,SAMPSON_KFRK,559,281,6,10,2,0.0,SAMPSON,KFRK,-33.095238095238095
2344,SAMPSON_LAKE,506,674,14,8,1,0.0,SAMPSON,LAKE,14.237288135593221
2345,SAMPSON_MING,1035,240,10,4,0,2.0,SAMPSON,MING,-62.35294117647059
2346,SAMPSON_NGRV,499,232,8,1,1,0.0,SAMPSON,NGRV,-36.52530779753762
2347,SAMPSON_PLVW,1188,206,18,4,0,0.0,SAMPSON,PLVW,-70.44476327116213
2348,SAMPSON_ROSE,511,142,6,1,0,0.0,SAMPSON,ROSE,-56.50842266462482
2349,SAMPSON_ROWA,481,253,9,4,0,0.0,SAMPSON,ROWA,-31.062670299727518
2350,SAMPSON_SBRG,359,121,5,2,0,0.0,SAMPSON,SBRG,-49.583333333333336
2351,SAMPSON_TURK,298,219,3,2,1,0.0,SAMPSON,TURK,-15.28046421663443
2352,SAMPSON_WBRK,599,132,11,5,0,0.0,SAMPSON,WBRK,-63.88508891928865
2353,SCOTLAND_01-16,125,203,10,1,0,,SCOTLAND,01-16,23.78048780487805
2354,SCOTLAND_02-25,264,153,8,5,0,,SCOTLAND,02-25,-26.618705035971225
2355,SCOTLAND_03,306,213,8,5,1,,SCOTLAND,03,-17.91907514450867
2356,SCOTLAND_04,394,170,14,6,0,,SCOTLAND,04,-39.71631205673759
2357,SCOTLAND_05-10,299,117,10,5,0,,SCOTLAND,05-10,-43.75
2358,SCOTLAND_06-89,443,159,12,3,0,,SCOTLAND,06-89,-47.176079734219265
2359,SCOTLAND_07,279,243,6,11,1,,SCOTLAND,07,-6.896551724137931
2360,SCOTLAND_ABSENTEE BY MAIL,112,153,4,1,0,,SCOTLAND,ABSENTEE BY MAIL,15.471698113207546
2361,SCOTLAND_ONE STOP,2684,2935,79,41,6,,SCOTLAND,ONE STOP,4.466987008364478
2362,SCOTLAND_PROVISIONAL,16,13,1,0,0,,SCOTLAND,PROVISIONAL,-10.344827586206897
2363,SCOTLAND_TRANSFER,0,0,0,0,0,,SCOTLAND,TRANSFER,
2364,STANLY_0003,646,503,16,14,2,,STANLY,0003,-12.445604873803308
2365,STANLY_0007,709,379,21,13,0,,STANLY,0007,-30.330882352941174
2366,STANLY_0008,79,478,11,5,0,,STANLY,0008,71.63375224416517
2367,STANLY_0010,426,172,15,8,0,,STANLY,0010,-42.474916387959865
2368,STANLY_0011,562,178,7,6,0,,STANLY,0011,-51.891891891891895
2369,STANLY_0013,808,213,20,11,0,,STANLY,0013,-58.27619980411362
2370,STANLY_0014,470,141,10,2,1,,STANLY,0014,-53.84615384615385
2371,STANLY_0015,448,270,10,10,0,,STANLY,0015,-24.79108635097493
2372,STANLY_0016,520,181,10,2,1,,STANLY,0016,-48.35948644793152
2373,STANLY_0017,945,206,18,6,0,,STANLY,0017,-64.20503909643787
2374,STANLY_0018,509,132,5,3,0,,STANLY,0018,-58.81435257410297
2375,STANLY_0019,834,125,15,7,2,,STANLY,0019,-73.93117831074035
2376,STANLY_0020,1260,181,20,9,1,,STANLY,0020,-74.87855655794587
2377,STANLY_0021,787,86,6,4,0,,STANLY,0021,-80.29782359679267
2378,STANLY_0022,932,205,17,9,0,,STANLY,0022,-63.94019349164468
2379,STANLY_0023,1465,205,20,14,1,,STANLY,0023,-75.44910179640718
2380,STANLY_0024,1777,370,29,15,2,,STANLY,0024,-65.53330228225431
2381,STANLY_0025,1575,242,20,22,1,,STANLY,0025,-73.36268574573472
2382,STANLY_0026,792,151,14,5,0,,STANLY,0026,-67.9745493107105
2383,STANLY_0027,1096,335,18,14,0,,STANLY,0027,-53.179594689028654
2384,STANLY_0028,461,202,10,8,1,,STANLY,0028,-39.06485671191554
2385,STANLY_0212,826,208,16,8,1,,STANLY,0212,-59.767891682785304
2386,STOKES_01,187,36,7,3,2,0.0,STOKES,01,-67.71300448430493
2387,STOKES_02,542,104,17,4,0,0.0,STOKES,02,-67.80185758513932
2388,STOKES_03,438,42,10,3,0,0.0,STOKES,03,-82.5
2389,STOKES_04,443,66,16,6,0,1.0,STOKES,04,-74.06679764243614
2390,STOKES_0506,479,101,14,7,0,0.0,STOKES,0506,-65.17241379310344
2391,STOKES_07,200,40,11,0,0,0.0,STOKES,07,-66.66666666666666
2392,STOKES_08,397,60,4,5,2,0.0,STOKES,08,-73.7417943107221
2393,STOKES_09,573,128,10,0,0,0.0,STOKES,09,-63.48074179743224
2394,STOKES_10,618,139,18,11,0,0.0,STOKES,10,-63.27608982826949
2395,STOKES_11,570,112,13,5,2,0.0,STOKES,11,-67.15542521994135
2396,STOKES_12,562,92,10,2,0,0.0,STOKES,12,-71.86544342507645
2397,STOKES_13,453,66,11,4,0,0.0,STOKES,13,-74.56647398843931
2398,STOKES_14,506,59,14,10,1,0.0,STOKES,14,-79.11504424778761
2399,STOKES_15,364,82,9,1,0,0.0,STOKES,15,-63.22869955156951
2400,STOKES_1618,322,153,5,7,2,0.0,STOKES,1618,-35.578947368421055
2401,STOKES_17,322,75,13,0,3,0.0,STOKES,17,-62.21662468513854
2402,STOKES_1819,297,71,12,4,1,0.0,STOKES,1819,-61.41304347826087
2403,STOKES_20,411,68,12,2,1,0.0,STOKES,20,-71.60751565762004
2404,STOKES_ABSENTEE,250,233,9,3,1,0.0,STOKES,ABSENTEE,-3.5196687370600417
2405,STOKES_ONE STOP DANBURY,873,293,11,11,0,0.0,STOKES,ONE STOP DANBURY,-49.74271012006861
2406,STOKES_ONE STOP KING,3580,1153,75,30,6,0.0,STOKES,ONE STOP KING,-51.278259032326226
2407,STOKES_ONE STOP WALNUT COVE,1484,624,30,9,6,0.0,STOKES,ONE STOP WALNUT COVE,-40.79696394686907
2408,STOKES_PROVISIONAL,44,6,1,0,0,0.0,STOKES,PROVISIONAL,-76.0
2409,SURRY_01,540,87,15,4,0,,SURRY,01,-72.24880382775119
2410,SURRY_04,298,73,9,4,0,,SURRY,04,-60.64690026954178
2411,SURRY_05,503,57,5,4,2,,SURRY,05,-79.64285714285714
2412,SURRY_09,301,53,7,4,0,,SURRY,09,-70.05649717514125
2413,SURRY_10,319,32,6,1,2,,SURRY,10,-81.76638176638177
2414,SURRY_11,261,55,6,4,0,,SURRY,11,-65.18987341772153
2415,SURRY_12,230,102,10,5,0,,SURRY,12,-38.55421686746988
2416,SURRY_15,320,80,1,7,0,,SURRY,15,-60.0
2417,SURRY_16,286,56,4,2,3,,SURRY,16,-67.2514619883041
2418,SURRY_17,242,40,4,1,0,,SURRY,17,-71.63120567375887
2419,SURRY_18,322,59,6,2,1,,SURRY,18,-69.02887139107612
2420,SURRY_19,419,79,7,4,0,,SURRY,19,-68.27309236947792
2421,SURRY_22,313,46,6,1,0,,SURRY,22,-74.3732590529248
2422,SURRY_23,443,97,9,4,0,,SURRY,23,-64.07407407407408
2423,SURRY_24,223,43,6,1,0,,SURRY,24,-67.66917293233082
2424,SURRY_25,258,67,6,2,1,,SURRY,25,-58.769230769230774
2425,SURRY_26,469,62,6,3,1,,SURRY,26,-76.64783427495291
2426,SURRY_27,359,56,7,3,1,,SURRY,27,-73.01204819277109
2427,SURRY_28,287,61,6,3,0,,SURRY,28,-64.9425287356322
2428,SURRY_29,406,78,12,4,0,,SURRY,29,-67.76859504132231
2429,SURRY_30,946,376,24,13,2,,SURRY,30,-43.11649016641452
2430,SURRY_32,745,198,16,5,0,,SURRY,32,-58.006362672322375
2431,SURRY_34,652,239,24,7,1,,SURRY,34,-46.352413019079684
2432,SURRY_ABSENTEE BY MAIL,361,487,10,8,0,,SURRY,ABSENTEE BY MAIL,14.858490566037736
2433,SURRY_DBOS,3097,1145,57,24,3,,SURRY,DBOS,-46.016030174446016
2434,SURRY_MAOS,5635,2027,107,46,10,,SURRY,MAOS,-47.08953275907074
2435,SURRY_PROVISIONAL,35,14,0,0,0,,SURRY,PROVISIONAL,-42.857142857142854
2436,SURRY_SUPPLEMNTAL ABSENTEE,33,59,1,3,0,,SURRY,SUPPLEMNTAL ABSENTEE,28.26086956521739
2437,SURRY_TRANSFER,0,0,0,0,0,,SURRY,TRANSFER,
2438,SWAIN_ALARKA,301,134,8,5,0,,SWAIN,ALARKA,-38.39080459770115
2439,SWAIN_ALMOND,514,259,19,13,1,,SWAIN,ALMOND,-32.988357050452784
2440,SWAIN_BC1,788,365,16,20,3,,SWAIN,BC1,-36.68690372940156
2441,SWAIN_BC2,776,425,31,23,1,,SWAIN,BC2,-29.22564529558701
2442,SWAIN_WHCH,505,525,26,18,0,,SWAIN,WHCH,1.9417475728155338
2443,TRANSYLVANIA_B1,372,720,23,13,0,,TRANSYLVANIA,B1,31.868131868131865
2444,TRANSYLVANIA_B2,355,521,13,12,0,,TRANSYLVANIA,B2,18.949771689497716
2445,TRANSYLVANIA_B3,529,734,22,14,1,,TRANSYLVANIA,B3,16.23119556611243
2446,TRANSYLVANIA_B4,308,651,19,15,0,,TRANSYLVANIA,B4,35.76642335766424
2447,TRANSYLVANIA_BD,1012,530,35,25,1,,TRANSYLVANIA,BD,-31.25810635538262
2448,TRANSYLVANIA_CC,964,458,24,13,1,,TRANSYLVANIA,CC,-35.58368495077356
2449,TRANSYLVANIA_CM,279,289,6,6,0,,TRANSYLVANIA,CM,1.7605633802816902
2450,TRANSYLVANIA_DR,839,921,23,11,1,,TRANSYLVANIA,DR,4.659090909090909
2451,TRANSYLVANIA_EF,371,323,17,10,1,,TRANSYLVANIA,EF,-6.9164265129683
2452,TRANSYLVANIA_LR,717,340,19,13,0,,TRANSYLVANIA,LR,-35.66698202459792
2453,TRANSYLVANIA_PF,415,243,19,12,0,,TRANSYLVANIA,PF,-26.13981762917933
2454,TRANSYLVANIA_RE,884,232,18,8,3,,TRANSYLVANIA,RE,-58.422939068100355
2455,TRANSYLVANIA_TC1,446,82,7,4,1,,TRANSYLVANIA,TC1,-68.93939393939394
2456,TRANSYLVANIA_TC7,747,279,17,12,0,,TRANSYLVANIA,TC7,-45.614035087719294
2457,TRANSYLVANIA_WC,594,544,22,10,0,,TRANSYLVANIA,WC,-4.393673110720562
2458,TYRRELL_1,12,65,0,0,0,,TYRRELL,1,68.83116883116884
2459,TYRRELL_14,19,0,1,0,0,,TYRRELL,14,-100.0
2460,TYRRELL_15,87,64,4,2,1,,TYRRELL,15,-15.2317880794702
2461,TYRRELL_16,5,1,0,0,0,,TYRRELL,16,-66.66666666666666
2462,TYRRELL_2,204,114,5,2,0,,TYRRELL,2,-28.30188679245283
2463,TYRRELL_3,47,22,0,0,0,,TYRRELL,3,-36.231884057971016
2464,TYRRELL_ABSENTEE,5,6,0,0,0,,TYRRELL,ABSENTEE,9.090909090909092
2465,TYRRELL_ONE STOP,389,209,8,6,0,,TYRRELL,ONE STOP,-30.100334448160538
2466,TYRRELL_PROVISIONAL,2,1,0,0,0,,TYRRELL,PROVISIONAL,-33.33333333333333
2467,TYRRELL_TRANSFER,0,0,0,0,0,,TYRRELL,TRANSFER,
2468,UNION_001,109,202,4,4,0,0.0,UNION,001,29.903536977491964
2469,UNION_002,282,382,3,6,0,0.0,UNION,002,15.060240963855422
2470,UNION_003,221,287,5,6,0,0.0,UNION,003,12.992125984251967
2471,UNION_004,87,323,4,1,0,0.0,UNION,004,57.56097560975609
2472,UNION_005,1017,604,19,13,2,0.0,UNION,005,-25.478099938309683
2473,UNION_006,768,241,7,5,1,0.0,UNION,006,-52.22993062438057
2474,UNION_007,1207,589,33,9,0,0.0,UNION,007,-34.4097995545657
2475,UNION_008,399,521,10,12,0,0.0,UNION,008,13.260869565217392
2476,UNION_009,243,337,6,3,0,0.0,UNION,009,16.206896551724135
2477,UNION_010,167,335,6,7,0,0.0,UNION,010,33.46613545816733
2478,UNION_011,1492,189,26,9,1,0.0,UNION,011,-77.51338488994645
2479,UNION_012,1403,183,22,4,0,0.0,UNION,012,-76.92307692307693
2480,UNION_013,1482,215,16,14,5,0.0,UNION,013,-74.6611667648792
2481,UNION_014,469,212,9,6,2,0.0,UNION,014,-37.73861967694567
2482,UNION_015,1376,1139,41,14,4,1.0,UNION,015,-9.423459244532802
2483,UNION_016,1738,1100,32,24,2,1.0,UNION,016,-22.48062015503876
2484,UNION_017A,1218,624,21,17,4,0.0,UNION,017A,-32.24755700325733
2485,UNION_017B,1756,1117,37,15,5,0.0,UNION,017B,-22.241559345631746
2486,UNION_018,1375,795,27,11,2,0.0,UNION,018,-26.72811059907834
2487,UNION_019,2398,1340,53,22,2,0.0,UNION,019,-28.303905831995717
2488,UNION_020A,1983,1542,56,35,3,0.0,UNION,020A,-12.51063829787234
2489,UNION_020B,1874,992,42,23,2,0.0,UNION,020B,-30.77459874389393
2490,UNION_021,1203,285,27,7,0,0.0,UNION,021,-61.693548387096776
2491,UNION_022,1313,323,22,23,1,0.0,UNION,022,-60.51344743276283
2492,UNION_023,820,323,29,11,0,0.0,UNION,023,-43.48206474190726
2493,UNION_024,1068,210,13,6,0,0.0,UNION,024,-67.13615023474179
2494,UNION_025,890,247,12,8,0,0.0,UNION,025,-56.552330694810905
2495,UNION_026,886,181,9,4,2,0.0,UNION,026,-66.07310215557638
2496,UNION_027,895,178,8,10,0,0.0,UNION,027,-66.8219944082013
2497,UNION_028A,1867,1389,37,16,3,0.0,UNION,028A,-14.680589680589682
2498,UNION_028B,1428,1092,29,20,0,0.0,UNION,028B,-13.333333333333334
2499,UNION_028C,1336,1009,21,3,3,0.0,UNION,028C,-13.94456289978678
2500,UNION_028D,1679,1178,34,24,3,1.0,UNION,028D,-17.53587679383969
2501,UNION_029A,1362,1285,36,25,4,0.0,UNION,029A,-2.9089535323007176
2502,UNION_029B,589,387,9,10,0,1.0,UNION,029B,-20.69672131147541
2503,UNION_029C,943,516,19,11,3,0.0,UNION,029C,-29.266620973269365
2504,UNION_030,1523,814,30,19,2,0.0,UNION,030,-30.33804022250749
2505,UNION_031,1102,761,27,19,1,0.0,UNION,031,-18.303811057434245
2506,UNION_032,1490,627,28,7,2,0.0,UNION,032,-40.76523382144544
2507,UNION_033,973,427,30,10,3,0.0,UNION,033,-39.0
2508,UNION_034,1690,446,23,12,2,0.0,UNION,034,-58.239700374531836
2509,UNION_035,804,463,18,9,1,0.0,UNION,035,-26.91397000789266
2510,UNION_036,893,227,16,5,0,0.0,UNION,036,-59.464285714285715
2511,UNION_037A,1621,1221,50,21,2,2.0,UNION,037A,-14.074595355383531
2512,UNION_037B,668,346,6,10,1,0.0,UNION,037B,-31.755424063116372
2513,UNION_038A,1010,721,17,19,3,0.0,UNION,038A,-16.695551704217216
2514,UNION_038B,768,517,18,14,2,0.0,UNION,038B,-19.53307392996109
2515,UNION_039,1134,369,19,11,3,0.0,UNION,039,-50.898203592814376
2516,UNION_040,1432,929,32,15,3,0.0,UNION,040,-21.304531977975437
2517,UNION_041,1654,1038,30,14,1,0.0,UNION,041,-22.88261515601783
2518,UNION_042,717,359,15,10,2,0.0,UNION,042,-33.27137546468401
2519,UNION_043,60,217,3,0,0,0.0,UNION,043,56.678700361010826
2520,VANCE_CC,829,583,15,13,0,,VANCE,CC,-17.422096317280452
2521,VANCE_EH1,26,584,7,2,1,,VANCE,EH1,91.47540983606557
2522,VANCE_HTOP,105,210,8,0,0,,VANCE,HTOP,33.33333333333333
2523,VANCE_KITT,1008,711,14,7,2,,VANCE,KITT,-17.277486910994764
2524,VANCE_MIDD,691,739,20,8,1,,VANCE,MIDD,3.3566433566433567
2525,VANCE_NH,777,899,28,8,0,,VANCE,NH,7.279236276849642
2526,VANCE_NH1,60,528,13,4,0,,VANCE,NH1,79.59183673469387
2527,VANCE_NV,222,269,6,3,0,,VANCE,NV,9.572301425661914
2528,VANCE_SCRK,822,930,21,9,0,,VANCE,SCRK,6.164383561643835
2529,VANCE_SH1,160,459,6,7,0,,VANCE,SH1,48.30371567043619
2530,VANCE_SH2,93,168,4,3,0,,VANCE,SH2,28.735632183908045
2531,VANCE_WH,827,1017,27,11,2,,VANCE,WH,10.303687635574837
